Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],,,,,,,,,,,
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,177759994.5,34729999.54,48790000.92,-18870000.84,2619999.886,-1169999.957,73220001.22,8890000.343,101699996.9,153529998.8,,,,,,,,,,,
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,577532962.1,535004409.4,505346891.7,494433532.1,391579047.7,479937459.8,522441503,561398444.7,651020615.8,911591594.1,,,,,,,,,,,
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.2495427,15.42116023,15.59164538,15.76063274,15.92813508,16.09419079,16.2585101,16.42082662,16.58089261,..,,,,,,,,,,,
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.136905694,1.1191092,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,0.970053991,0.947490959,,,,,,,,,,,
Argentina,ARG,"Population, total",SP.POP.TOTL,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747,,,,,,,,,,,
Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.6,0.6,0.6,..,0.7,0.4,0.8,0.8,1.1,1,,,,,,,,,,,
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,30.3,25.7,32,35.5,42,..,,,,,,,,,,,
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,,,,,,,,,
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,2,..,..,..,,,,,,,,,,,
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.3522491,101.6450119,103.1064377,102.9737396,103.8935699,99.96276093,98.70625305,98.54724121,101.3452072,..,,,,,,,,,,,
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.1822346,21.56528296,22.33229437,22.1490803,21.25670131,19.33712397,17.70244839,18.73629958,17.487774,..,,,,,,,,,,,
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,114.2271729,112.0119476,111.459671,111.3034134,110.7391815,109.7414627,109.6591721,109.5162964,108.8787689,..,,,,,,,,,,,
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.034610033,1.03136003,1.031229973,1.028380036,1.020810008,1.019629955,1.021319985,1.020560026,1.024260044,..,,,,,,,,,,,
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.4764786,105.0414124,106.0355606,106.9464722,108.4623337,108.7335968,107.6472778,108.2308426,110.1282196,..,,,,,,,,,,,
Argentina,ARG,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,85.55555556,76.66666667,83.33333333,95.55556667,88.8889,85.55556667,81.1111,80,78.8889,..,,,,,,,,,,,
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..,,,,,,,,,,,
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.95284151,12.45290276,12.61096661,12.33650694,12.09728364,10.93962386,9.992390084,10.59439751,10.87153601,..,,,,,,,,,,,
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,7.528593349,7.40512875,7.40512875,9.393165071,9.397976297,9.397976297,,,,,,,,,,,
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,24.5,24.5,24.5,24.5,24.5,24.5,11,11.5,..,..,,,,,,,,,,,
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.06681403,17.13745621,20.16972536,24.73364286,34.92833982,51.73025476,51.54858455,50.83309764,42.94996573,28.83225867,,,,,,,,,,,
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.280773703,1.25948243,1.239638679,1.215797063,1.192602919,1.170195959,1.147602159,1.125019726,1.100415053,1.075515039,,,,,,,,,,,
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,15.709,15.059,13.249,12.322,10.968,10.43,9.983,8.938,8.081,..,,,,,,,,,,,
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.267533943,2.285652178,2.220884938,2.375955227,2.404530092,2.703220554,2.458110261,2.116188477,2.012103234,2.30660266,,,,,,,,,,,
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.225203252,3.891869919,3.752642276,1.87398374,2.159146341,2.450943368,2.52548824,1.988335683,..,..,,,,,,,,,,,
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.2,99,99.8,98.8,98.8,99.4,98.7,98.8,..,..,,,,,,,,,,,
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.02204223,16.44231571,15.83042152,15.863288,15.91465712,15.82324174,15.50348628,15.25361834,..,..,,,,,,,,,,,
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,67.8,..,..,..,66.9,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10407.74031,10220.8873,10071.39898,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5575.287093,5468.391369,5334.681679,5483.816402,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.49934408,19.98570776,21.09637388,20.068071,19.27225801,21.23118349,21.87340412,24.15153911,24.00828302,22.07516851,,,,,,,,,,,
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,1.581,..,,,,,,,,,,,
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57550426823,54465480055,63202728079,46892808568,42969505135,48198614235,60685908478,38959497520,15307363570,24789073111,,,,,,,,,,,
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,..,,,,,,,,,,,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1.54689E+12,1.57638E+12,1.46755E+12,1.35062E+12,1.20654E+12,1.32652E+12,1.42829E+12,1.39223E+12,1.3269E+12,1.55267E+12,,,,,,,,,,,
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.902007806,2.578754288,2.579017112,2.152735906,2.730547992,2.282183642,2.883045123,2.171396224,-0.050885336,2.236212439,,,,,,,,,,,
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,60270,66050,65180,60490,54080,51490,53100,54900,53620,57170,,,,,,,,,,,
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,41540,44770,45660,45310,46140,47090,48620,50170,51870,55330,,,,,,,,,,,
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.37006E+12,1.52769E+12,1.53025E+12,1.44051E+12,1.30821E+12,1.2663E+12,1.3257E+12,1.3913E+12,1.37574E+12,1.46849E+12,,,,,,,,,,,
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9.44457E+11,1.03536E+12,1.07186E+12,1.07915E+12,1.11611E+12,1.15806E+12,1.21393E+12,1.27144E+12,1.33084E+12,1.4213E+12,,,,,,,,,,,
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.72281386,27.88314726,26.73438021,26.28088991,25.41643088,24.10736013,24.55944883,23.30221775,22.24594349,22.76228971,,,,,,,,,,,
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.28031183,18.00245691,18.9827747,19.68531481,20.60981426,18.08939302,18.17692084,21.31103172,21.48722083,22.39023042,,,,,,,,,,,
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,95,95,94,94,94,93,93,,,,,,,,,,,
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.66739103,21.28919139,21.37536853,21.55503741,21.55057682,20.72016138,21.516144,21.67518659,20.22515106,17.7948769,,,,,,,,,,,
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.4,..,7.4,..,7.3,..,..,..,,,,,,,,,,,
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.38450422,25.1973644,25.57874186,23.69351416,22.32992547,23.47347211,24.14395689,25.31674246,25.40628279,25.52351233,,,,,,,,,,,
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.793168355,-0.15361047,1.425804433,-0.594336116,-0.605177488,3.743258778,1.82915392,3.39772301,1.739728096,2.800899836,,,,,,,,,,,
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.04634146,82.14878049,82.3,82.4,82.44878049,82.5,82.74878049,82.9,83.2,..,,,,,,,,,,,
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,33.46160897,31.40872547,32.52553965,29.33365889,32.22243442,34.67058717,34.48070879,35.37991248,34.86672927,39.02922251,,,,,,,,,,,
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.671011384,1.639708034,1.772279976,1.95091845,2.084496852,1.999207998,1.890112081,1.874025561,2.011788286,1.978422533,,,,,,,,,,,
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.0777947,107.910329,106.7765212,108.1853261,109.7343698,108.4165835,110.6519296,108.5886162,106.9417431,104.509498,,,,,,,,,,,
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.3,4.1,4,3.9,3.8,3.8,3.8,3.8,3.7,3.7,,,,,,,,,,,
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,192.9905599,194.4375285,..,,,,,,,,,,,
Australia,AUS,Net migration,SM.POP.NETM,235719,214564,198120,209466,242184,244875,220307,235860,117929,117929,,,,,,,,,,,
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2405316867,2442450025,2329656677,2174651380,2056844753,2001928453,1867930551,1762645595,1196628176,936423063.2,,,,,,,,,,,
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.95920037,3.010573526,3.055814795,3.100112596,3.144935531,3.197365841,3.245784982,3.294351419,3.335312311,..,,,,,,,,,,,
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.745820001,1.72115144,1.491566489,1.439216653,1.561940498,1.653390535,1.502992982,1.485208447,1.23570108,0.127728296,,,,,,,,,,,
Australia,AUS,"Population, total",SP.POP.TOTL,22733465,23128129,23475686,23815995,24190907,24594202,24966643,25340217,25655289,25688079,,,,,,,,,,,
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,0.5,..,0.5,..,0.5,..,..,..,,,,,,,,,,,
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.44358262,24.46537516,24.37449839,24.5217627,24.86875112,24.82511081,25.83517626,26.08602737,25.31060066,..,,,,,,,,,,,
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.9844513,105.9938507,105.4570923,101.5999069,100.7444077,100.3389816,100.1605911,99.72714996,99.02160645,..,,,,,,,,,,,
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,0.925260007,0.925170004,0.937539995,0.968850017,0.964070022,0.979290009,..,,,,,,,,,,,
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,157.1676636,153.0131989,150.3114777,132.7728882,140.6460419,134.4505157,..,,,,,,,,,,,
Australia,AUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..,,,,,,,,,,,
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.10699011,21.95538165,21.90796054,21.88294868,22.277076,22.09187027,23.19743194,23.41307697,22.61195036,..,,,,,,,,,,,
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,28.59184172,29.70879373,29.70879373,29.70879262,30.39552785,32.12041507,,,,,,,,,,,
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..,..,,,,,,,,,,,
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.865330137,1.838175799,1.608455102,1.554800599,1.677390128,1.774528892,1.628637215,1.615335783,1.371462726,0.267934456,,,,,,,,,,,
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,63.675,62.936,63.12,62.434,57.88,55.566,53.436,50.015,46.296,..,,,,,,,,,,,
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.168328222,4.506886182,4.325610537,4.319149428,4.891353587,4.600591694,4.420399304,4.205014096,5.893246266,6.891283292,,,,,,,,,,,
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.234066419,1.190697315,1.148595654,1.128069246,1.171347818,1.160219043,1.141317788,1.244126479,..,..,,,,,,,,,,,
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99,98,98.4,98.2,98.6,98.7,98.8,99.1,..,..,,,,,,,,,,,
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.271403237,2.413423219,2.514601766,2.365340621,2.161272835,2.18934835,2.064980862,2.050685078,..,..,,,,,,,,,,,
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,80.2,..,..,..,..,..,..,..,..,,,,,,,,,,,
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2492.837864,2560.09556,2610.999282,..,..,..,..,..,..,..,,,,,,,,,,,
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1408.852528,1456.109047,1490.425846,..,..,..,..,..,..,..,,,,,,,,,,,
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.87753907,11.74223064,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919,16.79506843,20.09727521,,,,,,,,,,,
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4.40497E+11,4.83735E+11,5.5692E+11,5.43397E+11,5.43257E+11,5.43E+11,5.57743E+11,5.6869E+11,5.49263E+11,6.06485E+11,,,,,,,,,,,
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.767,1.748,1.767,1.777,1.709,1.736,1.749,1.703,1.649,..,,,,,,,,,,,
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,92568388321,75211029129,87713983217,64738153494,74294627801,68885491315,78162724370,69174411753,37786286307,46439071565,,,,,,,,,,,
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,..,,,,,,,,,,,
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.7957E+12,2.06351E+12,1.91695E+12,1.87327E+12,1.44856E+12,1.60898E+12,,,,,,,,,,,
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.921175986,3.004822669,0.50395574,-3.545763393,-3.275916908,1.322869054,1.783666762,1.220777824,-3.878676334,4.619421621,,,,,,,,,,,
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12270,12750,12080,10160,8890,8670,9140,9220,7820,7740,,,,,,,,,,,
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14620,15320,15370,14420,13910,14210,14550,14890,14480,15600,,,,,,,,,,,
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.45382E+12,2.5711E+12,2.45697E+12,2.08423E+12,1.83998E+12,1.8085E+12,1.92006E+12,1.95306E+12,1.66697E+12,1.6586E+12,,,,,,,,,,,
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.92372E+12,3.09035E+12,3.12776E+12,2.95803E+12,2.87674E+12,2.96227E+12,3.05848E+12,3.15429E+12,3.08611E+12,3.34331E+12,,,,,,,,,,,
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.41722538,21.69376696,20.54841077,17.41162587,14.96954697,14.6255876,15.09504163,15.51679083,15.93062205,18.91975016,,,,,,,,,,,
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.88721333,11.96971682,12.37105526,14.48571488,15.9999584,14.311719,14.74391203,14.06645865,11.35004765,9.001534665,,,,,,,,,,,
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,98,97,96,95,91,92,91,79,73,,,,,,,,,,,
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.23673455,14.04372668,13.673463,14.05343452,12.06700304,11.8007665,14.24120388,14.76733868,16.09538367,19.07884694,,,,,,,,,,,
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,3.3,,,,,,,,,,,
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.13364737,21.22480995,20.47246275,19.36004398,18.35475828,18.18850231,18.74905145,18.75462758,17.70165264,18.85812815,,,,,,,,,,,
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.943126941,7.504564533,7.846709744,7.566175012,8.103604359,3.671384513,4.493534331,4.224258869,5.140222397,11.09637043,,,,,,,,,,,
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.552,73.918,74.306,74.332,74.442,74.827,75.109,75.338,74.009,..,,,,,,,,,,,
